Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average
Bolivia (Plurinational State of),2021,Lithium (Li2O),410,,,98.6,0,61.74280724,0,8.509789503,1.444277611,0,1.12858E+11,40406111693,6.111372697,11937360,-0.731231149
Bolivia (Plurinational State of),2021,Potash (K2O),32600,,,98.6,0,61.74280724,0,8.509789503,1.444277611,0,1.12858E+11,40406111693,6.111372697,11937360,-0.731231149
Bolivia (Plurinational State of),2021,Tantalum (Ta2O5),1,,,98.6,0,61.74280724,0,8.509789503,1.444277611,0,1.12858E+11,40406111693,6.111372697,11937360,-0.731231149
Bolivia (Plurinational State of),2021,Tin,19628,,,98.6,0,61.74280724,0,8.509789503,1.444277611,0,1.12858E+11,40406111693,6.111372697,11937360,-0.731231149
Bolivia (Plurinational State of),2021,Tungsten (W),1563,,,98.6,0,61.74280724,0,8.509789503,1.444277611,0,1.12858E+11,40406111693,6.111372697,11937360,-0.731231149
Bolivia (Plurinational State of),2022,Antimony,3453,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Bismuth,3,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Copper,3608,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Lithium (Li2O),250,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Potash (K2O),42600,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Tantalum (Ta2O5),3,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Tin,17613,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2022,Tungsten (W),1358,,,99.9,0,63.40287518,0,0,0.014172287,0,1.16927E+11,44008282880,3.605680426,12077154,-0.725962194
Bolivia (Plurinational State of),2023,Antimony,3884,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Bismuth,58,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Copper,3881,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Lithium (Li2O),380,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Potash (K2O),53700,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Tantalum (Ta2O5),1,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Tin,18693,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Bolivia (Plurinational State of),2023,Tungsten (W),1505,,,99.8,0,0,0,0,0.532051145,0,1.20531E+11,45135398003,3.08196521,12244159,-0.7421023
Botswana,2019,Copper,0,,,70.1,16.19390431,0,0,0.183787129,0.559653498,0,42224719387,16725908149,3.031773371,2332083,0.597608427
Botswana,2020,Copper,0,,,71.8,19.61613324,99.77074736,0,0.272352132,0.212513875,0,38538973283,14960251611,-8.728882411,2365894,0.531732462
Botswana,2021,Copper,11742,,,73.7,0,99.750934,0,0.254047323,-1.701614702,0,43131382325,18750182235,11.91627241,2401441,0.589918469
Botswana,2022,Copper,44269,,,75.9,0,99.76452119,0,0,3.492047052,0,45497577319,20321150598,5.486017064,2439892,0.617573569
Botswana,2023,Copper,72411,,,76,0,0,0,0,3.427996644,0,46957170594,19411266967,3.208068122,2480244,0.591164768
Brazil,2019,Beryllium (conc.),9,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Cadmium,450,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Cobalt,0,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Copper,363268,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Graphite,81770,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Lithium (Li2O),2575,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Nickel,55761,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Niobium (Nb2O5),126641,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Phosphate Rock (P2O5),1828500,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Potash (K2O),248911,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Rare Earths (REO),380,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Tantalum (Ta2O5),340,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Tin,14867,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Titanium (TiO2),81650,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Tungsten (W),306,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Vanadium (V),7045,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2019,Zircon,17136,,,99.8,92.56525319,15.58925931,2.547738503,18.57764694,3.692673213,0,3.73806E+12,1.87329E+12,1.220777824,207455459,-0.233418517
Brazil,2020,Beryllium (conc.),10,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Cadmium,100,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Cobalt,27,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Copper,353258,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Graphite,67020,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Lithium (Li2O),4065,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Nickel,68097,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Niobium (Nb2O5),85572,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Phosphate Rock (P2O5),1827900,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Potash (K2O),254837,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Rare Earths (REO),450,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Tantalum (Ta2O5),300,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Tin,16634,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Titanium (TiO2),61940,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Tungsten (W),262,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Vanadium (V),7582,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2020,Zircon,10994,,,99.7,98.70988195,14.194674,2.234860774,20.13484233,2.592637953,0,3.61557E+12,1.47611E+12,-3.276758796,208660842,-0.232869977
Brazil,2021,Beryllium (conc.),10,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Cadmium,50,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Cobalt,43,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Copper,335923,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Graphite,78555,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Lithium (Li2O),5670,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Nickel,75988,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Niobium (Nb2O5),112755,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Phosphate Rock (P2O5),1793000,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Potash (K2O),213028,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Rare Earths (REO),580,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Tantalum (Ta2O5),350,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Tin,15410,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Titanium (TiO2),75100,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Tungsten (W),301,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Vanadium (V),7212,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2021,Zircon,6482,,,99.5,85.01150368,20.03158012,2.241091038,22.07691557,2.779790849,0,3.78777E+12,1.67065E+12,4.762604379,209550294,-0.263435108
Brazil,2022,Beryllium (conc.),10,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Cadmium,20,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Cobalt,9,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Copper,297653,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Graphite,72780,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Lithium (Li2O),7863,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Nickel,79370,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Niobium (Nb2O5),109287,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Phosphate Rock (P2O5),1869300,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Potash (K2O),299636,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Rare Earths (REO),1580,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Tantalum (Ta2O5),350,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Tin,19176,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Titanium (TiO2),53000,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Tungsten (W),302,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Vanadium (V),7249,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2022,Zircon,6513,,,100,79.10232189,9.838921359,2.149339136,0,3.822196153,0,3.90203E+12,1.95192E+12,3.016694354,210306415,-0.300449841
Brazil,2023,Beryllium (conc.),10,,,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.02853E+12,2.19113E+12,3.241655329,211140729,-0.280233741
Brazil,2023,Cadmium,100,,,99.8,83.03174985,8.72701372,2.049615883,0,2.849754682,0,4.02853E+12,2.19113E+12,3.241655329,211140729,-0.280233741
